"AS14.02.time" "AS14.02.activity" "AS14.02.appCat.builtin" "AS14.02.appCat.communication" "AS14.02.appCat.entertainment" "AS14.02.appCat.other" "AS14.02.appCat.social" "AS14.02.appCat.travel" "AS14.02.appCat.utilities" "AS14.02.call" "AS14.02.circumplex.arousal" "AS14.02.circumplex.valence" "AS14.02.mood" "AS14.02.screen" "AS14.02.sms"
2014-04-03 0.322505839909989 8.2422012987013 27.6571615384615 42.2143846153846 11.2264 13.6023333333333 26.5245 NA 1 -0.25 0 5.75 36.4401069567165 NA
2014-04-04 0.22727035660896 10.4830747663551 33.4456666666667 161.9456 14.8852 17.665 NA NA 1 -1.2 0.2 6.4 24.1945033168161 NA
2014-04-05 0.321919722480525 10.8727055555556 25.3808681318681 26.4828 12.612125 23.5100909090909 24.2544375 NA 1 0 0.6 7.4 69.1424656166601 1
2014-04-06 0.215209520160852 9.44893442622951 28.4726046511628 38.68625 7.50275 21.7523333333333 NA NA 1 -1 -1.25 4.5 41.4769090739164 NA
2014-04-07 0.1365237343961 15.2881237113402 59.701253968254 81.9906666666667 17.6913333333333 37.8902641509434 NA NA 1 0 0.6 6.8 40.551127377589 NA
2014-04-08 0.261951037621564 8.58534782608696 25.1761666666667 27.64 13.4434 21.9397586206897 NA NA 1 -0.25 0.5 6.25 25.0254723894084 1
2014-04-09 0.24720984804489 8.97498113207547 27.5066463414634 33.0124210526316 12.2794 22.6400769230769 NA NA 1 -0.5 0.25 7.25 35.7604099415844 1
2014-04-10 0.260750603843293 10.5117096774194 29.314376344086 21.728875 28.2428 16.6707941176471 58.3458888888889 1.0225 1 0.25 0.75 7.25 47.5408424160697 1
2014-04-11 0.424481427308437 10.5319183673469 24.4145104166667 24.1628965517241 22.688 13.3185416666667 15.773225 NA 1 -0.5 0.5 6.5 28.7625247582351 1
2014-04-12 0.378301733312043 14.613344 21.3629154929577 NA 11.016 26.1986666666667 18.10925 3.493 1 -2 -1 6 26.7067080379403 1
2014-04-13 0.2898201182828 9.46135185185185 19.8888139534884 24.768 15.8224 9.467 8.86922222222222 NA 1 -0.6 0.4 7.2 20.9122211314165 NA
2014-04-14 0.187074050172128 10.12465 27.6132878787879 5.63364705882353 7.06066666666667 18.939 NA 9.38755555555556 1 0.75 1 8 28.8858645930886 1
2014-04-15 0.173628883178687 8.18883333333333 37.15975 4.9145 NA 12.693 NA NA 1 -0.5 0.5 7.25 38.960388912095 1
2014-04-16 0.353276353276353 12.5133 NA NA NA NA NA NA 1 -0.333333333333333 0.333333333333333 6.66666666666667 27.3209999203682 1
2014-04-17 0.470085470085471 2.007 12.5336666666667 NA NA NA NA NA 1 0.25 0 6.5 13.7449998855591 1
2014-04-18 NA NA NA NA NA NA NA NA 1 0 0 6.5 NA NA
2014-04-19 0.5 10.09 24.1136666666667 NA NA NA NA NA 1 -0.666666666666667 -0.333333333333333 5.66666666666667 93.6610000133516 NA
2014-04-20 NA NA NA NA NA NA NA NA 1 -0.666666666666667 0 5 NA 1
2014-04-21 NA NA NA NA NA NA NA NA 1 -0.5 -0.5 5.5 NA NA
2014-04-22 0.075 NA NA NA NA 35.629 NA NA 1 -1.33333333333333 -0.333333333333333 5.66666666666667 6.54000008106234 1
2014-04-23 0.142857142857143 NA NA NA NA NA NA NA 1 0 0.5 5.5 NA 1
2014-04-24 0.0344827586206897 NA NA NA NA NA NA NA NA -0.5 -0.5 7 NA NA
2014-04-25 NA NA NA NA NA NA NA NA NA -1 1 9 NA NA
