"AS14.05.time" "AS14.05.activity" "AS14.05.appCat.builtin" "AS14.05.appCat.communication" "AS14.05.appCat.entertainment" "AS14.05.appCat.office" "AS14.05.appCat.other" "AS14.05.appCat.social" "AS14.05.appCat.travel" "AS14.05.appCat.unknown" "AS14.05.appCat.utilities" "AS14.05.call" "AS14.05.circumplex.arousal" "AS14.05.circumplex.valence" "AS14.05.mood" "AS14.05.screen" "AS14.05.sms"
2014-04-06 0.0773626381532749 12.7442777777778 53.7972985074627 15.8511785714286 NA 7.32144444444444 6.036 NA NA 7.2998 1 -0.4 1 6.8 55.4205844185569 NA
2014-04-07 0.066858694418972 26.1712777777778 36.2165225225225 4.46811538461538 NA 8.65788888888889 NA NA 46.251 6.4406 1 -0.25 0.75 6.75 48.0997980741354 NA
2014-04-08 0.0851247802588242 11.819 30.0544285714286 18.8758679245283 NA 46.6264285714286 NA NA 3.522 NA 1 0.25 0 6.75 25.6991649632601 NA
2014-04-09 0.15361895279047 13.4763783783784 80.8908051948052 8.78730188679245 NA 11.1027692307692 7.161 NA 29.049 4.016 1 0.25 0.75 7 63.7706935367277 NA
2014-04-10 0.0133471201432326 40.8100833333333 47.8351818181818 23.7806756756757 NA 210.684222222222 128.832 NA NA 4.033 1 0.8 1 7.2 67.385560002327 NA
2014-04-11 0.0946152502759936 28.9441714285714 71.3641791044776 5.51691 21.127 7.76830769230769 24.181 NA NA 5.04 NA 0.2 0.6 7 69.1188000118032 NA
2014-04-12 0.0492988572542674 31.2076666666667 61.3766 7.81841176470588 NA 17.0896666666667 38.34865 NA 24.7821666666667 9.61025 NA -1.4 1 7 88.4265237967173 1
2014-04-13 0.114127383443937 13.7367555555556 61.8015185185185 8.07844 NA 10.8946153846154 198.636 NA NA NA 1 NA NA 7.5 36.7282500080764 NA
2014-04-14 0.101723445115777 15.6069 27.7529259259259 2.97387786259542 NA 18.5785 40.7510714285714 NA 123.1965 24.6996666666667 NA -1.2 0.4 6.4 30.8967404565738 NA
2014-04-15 0.0572965488566126 64.9481666666667 51.1510714285714 11.3640943396226 NA 99.1945 74.3755714285714 NA 21.9536 5.612 NA 0.2 0.8 7 99.2143026433493 NA
2014-04-16 0.105649431146176 11.2237 44.3750833333333 2.90235802469136 NA 14.0523333333333 33.0360714285714 NA NA 7.73133333333333 NA -0.6 0.8 7.2 22.5194430321078 NA
2014-04-17 0.115038455622527 18.201125 52.3303461538462 3.97620909090909 NA 14.471 119.101142857143 NA 10.01325 8.0728 NA 0.4 0.6 6.6 62.0852386328307 NA
2014-04-18 0.115167407224606 34.060303030303 63.1809090909091 9.61009302325581 NA 29.9562222222222 88.1555 NA 21.391 3.028 1 0.25 1 7.5 64.0317957093638 1
2014-04-19 0.0608869898356053 8.31907142857143 28.51375 2.57588235294118 NA 6.62070588235294 69.5688461538462 NA 26.447 7.1425 1 -0.8 0.8 7.2 42.0943276142252 NA
2014-04-20 0.0353829927419272 33.8962727272727 39.2932992125984 10.1565081967213 NA 9.2726 70.0596190476191 NA 30.0613333333333 10.992 NA -1.2 1 7.2 82.7579347802245 NA
2014-04-21 0.101777458061116 24.086 46.7653228346457 4.52776543209877 NA 10.4386666666667 58.8677272727273 5.029 55.333 13.4393125 NA -0.6 1 7.2 81.5297708312671 NA
2014-04-22 0.0628479797556211 32.8625 30.8889722222222 6.2098 NA 12.6763333333333 72.60565 NA 24.39175 4.06 1 0.4 NA 7.2 57.2312891799283 1
2014-04-23 0.0809468968896285 17.4897142857143 40.4683882352941 29.2728181818182 NA 8.14 52.2442941176471 NA 19.364 NA NA -1 1 7.2 53.8388522565365 1
2014-04-24 0.0393710661860602 25.8962352941176 49.6736835443038 2.91694117647059 NA 8.32042857142857 54.3865 NA 7.02771428571429 10.037 NA NA NA 7.2 68.4278918987996 NA
2014-04-25 0.0490527215183881 88.3898888888889 33.7137211538462 7.90966981132075 NA 10.9636666666667 50.47136 NA 16.7996923076923 8.81625 1 -1.2 1 7.2 48.7300339209831 NA
2014-04-26 0.20016636094206 15.3105333333333 29.7699380530973 8.60650735294118 NA 16.2948888888889 30.8499565217391 NA 8.037 9.057375 1 -0.8 1 7.8 35.5941883139796 1
2014-04-27 0.018822482895968 13.0072 46.6117941176471 4.89610638297872 NA 27.196875 30.7641764705882 NA NA 9.84475 NA -0.6 1 7.4 38.5675949476942 NA
2014-04-28 0.0103046275291195 17.8314166666667 41.6983185840708 13.7046326530612 NA 11.1198 95.4528333333333 NA 29.0023333333333 3.01 1 -0.6 1 7 61.8094898000055 NA
2014-04-29 0.041165097146741 NA 44.1921774193548 10.8084259259259 NA 11.7678333333333 260.738333333333 NA 21.93475 5.062 NA 0.4 0.8 6.8 51.0712799835205 NA
2014-04-30 0.0616085178227266 15.7905 39.3238266666667 3.98426923076923 NA 21.4306666666667 69.0296 NA 40.6592 10.068 NA -0.6 1 7 50.8607260233735 NA
2014-05-01 0.0252922751060056 24.5063571428571 45.2227391304348 2.8266875 NA 13.9338 165.068333333333 NA NA NA NA -0.2 1 6.8 61.2512650461082 NA
2014-05-02 0.00681724029542504 52.6858166666667 65.1186173913044 5.65807246376812 NA 37.4704166666667 81.1886363636364 NA 17.0838571428571 10.55725 NA -0.2 1 7 116.672277770661 1
2014-05-03 0.0544708514885385 25.7894210526316 52.3066808510638 3.50504255319149 NA 6.56622222222222 35.88695 NA 30.6451428571429 9.075 1 0.25 1 6.75 64.0560517105563 1
2014-05-04 0.0725803349308499 10.4534117647059 46.9983571428571 4.6496724137931 NA 10.4053 17.9895 NA 22.0142 26.158 1 0.25 1 7 58.2039013949918 NA
2014-05-05 0.0024906600249066 NA 8.19275 5.155 NA 10.221 NA NA NA NA NA -0.333333333333333 1 6.33333333333333 16.3443334102631 NA
